"Pathway1","Pathway2","Corr"
"BIOCARTA_FLUMAZENIL_PATHWAY","BIOCARTA_GABA_PATHWAY",0.362111151177448
"BIOCARTA_FLUMAZENIL_PATHWAY","BIOCARTA_SLRP_PATHWAY",0.254761436789931
"BIOCARTA_FLUMAZENIL_PATHWAY","BIOCARTA_ETC_PATHWAY",0.243636716104905
"BIOCARTA_FLUMAZENIL_PATHWAY","BIOCARTA_NO1_PATHWAY",0.242158400134511
"BIOCARTA_FLUMAZENIL_PATHWAY","BIOCARTA_REELIN_PATHWAY",0.238399121883471
"BIOCARTA_MELANOCYTE_PATHWAY","BIOCARTA_BAD_PATHWAY",0.488809578982329
"BIOCARTA_MELANOCYTE_PATHWAY","BIOCARTA_CREB_PATHWAY",0.374404910816402
"BIOCARTA_MELANOCYTE_PATHWAY","BIOCARTA_PPARG_PATHWAY",0.349130954526505
"BIOCARTA_MELANOCYTE_PATHWAY","BIOCARTA_DICER_PATHWAY",0.320806855239909
"BIOCARTA_MELANOCYTE_PATHWAY","BIOCARTA_CARM1_PATHWAY",0.320027143627334
"BIOCARTA_S1P_PATHWAY","BIOCARTA_FXR_PATHWAY",0.284247017319458
"BIOCARTA_S1P_PATHWAY","BIOCARTA_ERK_PATHWAY",0.283382022610457
"BIOCARTA_S1P_PATHWAY","BIOCARTA_PS1_PATHWAY",0.274543378354171
"BIOCARTA_S1P_PATHWAY","BIOCARTA_MALATEX_PATHWAY",0.268383553761997
"BIOCARTA_S1P_PATHWAY","BIOCARTA_TFF_PATHWAY",0.265890709104372
"BIOCARTA_HBX_PATHWAY","BIOCARTA_ERK5_PATHWAY",0.550080004575204
"BIOCARTA_HBX_PATHWAY","BIOCARTA_TRKA_PATHWAY",0.53468546787101
"BIOCARTA_HBX_PATHWAY","BIOCARTA_IGF1_PATHWAY",0.512852629109443
"BIOCARTA_HBX_PATHWAY","BIOCARTA_MET_PATHWAY",0.500829653573686
"BIOCARTA_HBX_PATHWAY","BIOCARTA_IGF1R_PATHWAY",0.49958587776378
"BIOCARTA_MALATEX_PATHWAY","BIOCARTA_KREB_PATHWAY",0.567656360923344
"BIOCARTA_MALATEX_PATHWAY","BIOCARTA_ETC_PATHWAY",0.506464431847225
"BIOCARTA_MALATEX_PATHWAY","BIOCARTA_PROTEASOME_PATHWAY",0.337497002250987
"BIOCARTA_MALATEX_PATHWAY","BIOCARTA_FEEDER_PATHWAY",0.312365415804115
"BIOCARTA_MALATEX_PATHWAY","BIOCARTA_P27_PATHWAY",0.307576378544126
"BIOCARTA_TSP1_PATHWAY","BIOCARTA_CARDIACEGF_PATHWAY",0.495861099440331
"BIOCARTA_TSP1_PATHWAY","BIOCARTA_CCR5_PATHWAY",0.461107403352323
"BIOCARTA_TSP1_PATHWAY","BIOCARTA_RECK_PATHWAY",0.418435741707717
"BIOCARTA_TSP1_PATHWAY","BIOCARTA_ARENRF2_PATHWAY",0.406124767697689
"BIOCARTA_TSP1_PATHWAY","BIOCARTA_INTEGRIN_PATHWAY",0.400365157074458
"BIOCARTA_NPP1_PATHWAY","BIOCARTA_PLATELETAPP_PATHWAY",0.850757687012562
"BIOCARTA_NPP1_PATHWAY","BIOCARTA_VITCB_PATHWAY",0.823157326063015
"BIOCARTA_NPP1_PATHWAY","BIOCARTA_AMI_PATHWAY",0.777307115539806
"BIOCARTA_NPP1_PATHWAY","BIOCARTA_ACE2_PATHWAY",0.775708738700355
"BIOCARTA_NPP1_PATHWAY","BIOCARTA_INTRINSIC_PATHWAY",0.713490060425736
"BIOCARTA_CPSF_PATHWAY","BIOCARTA_ATRBRCA_PATHWAY",0.676601904439005
"BIOCARTA_CPSF_PATHWAY","BIOCARTA_RNAPOL3_PATHWAY",0.669897856225346
"BIOCARTA_CPSF_PATHWAY","BIOCARTA_VDR_PATHWAY",0.665656438955038
"BIOCARTA_CPSF_PATHWAY","BIOCARTA_SET_PATHWAY",0.65970073139848
"BIOCARTA_CPSF_PATHWAY","BIOCARTA_PRC2_PATHWAY",0.65411105737594
"BIOCARTA_HES_PATHWAY","BIOCARTA_PS1_PATHWAY",0.661224840983891
"BIOCARTA_HES_PATHWAY","BIOCARTA_NOTCH_PATHWAY",0.526569581427758
"BIOCARTA_HES_PATHWAY","BIOCARTA_ALK_PATHWAY",0.405154467933357
"BIOCARTA_HES_PATHWAY","BIOCARTA_CIRCADIAN_PATHWAY",0.325085461498897
"BIOCARTA_HES_PATHWAY","BIOCARTA_WNT_PATHWAY",0.321567045447608
"BIOCARTA_ERBB4_PATHWAY","BIOCARTA_MYOSIN_PATHWAY",0.344284343813286
"BIOCARTA_ERBB4_PATHWAY","BIOCARTA_SHH_PATHWAY",0.304528995386723
"BIOCARTA_ERBB4_PATHWAY","BIOCARTA_TRKA_PATHWAY",0.298336012846702
"BIOCARTA_ERBB4_PATHWAY","BIOCARTA_EGF_PATHWAY",0.294749491841381
"BIOCARTA_ERBB4_PATHWAY","BIOCARTA_PLC_PATHWAY",0.292678053339086
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA_TCYTOTOXIC_PATHWAY",0.273786590125125
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA_RACC_PATHWAY",0.268706361246681
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA_NO2IL12_PATHWAY",0.263539369773095
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA_CSK_PATHWAY",0.259665378212836
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA_PDZS_PATHWAY",0.251433495172977
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA_CPSF_PATHWAY",0.669897856225346
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA_VDR_PATHWAY",0.598997938473969
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA_SET_PATHWAY",0.583568934703907
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA_CARM_ER_PATHWAY",0.570601197740659
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA_MCM_PATHWAY",0.564933240581494
"BIOCARTA_TERC_PATHWAY","BIOCARTA_VDR_PATHWAY",0.665785251310537
"BIOCARTA_TERC_PATHWAY","BIOCARTA_PRC2_PATHWAY",0.643622286353533
"BIOCARTA_TERC_PATHWAY","BIOCARTA_ATRBRCA_PATHWAY",0.612281213707249
"BIOCARTA_TERC_PATHWAY","BIOCARTA_HSWI_SNF_PATHWAY",0.602006132830241
"BIOCARTA_TERC_PATHWAY","BIOCARTA_DICER_PATHWAY",0.591692042010539
"BIOCARTA_EOSINOPHILS_PATHWAY","BIOCARTA_IL5_PATHWAY",0.879548819380877
"BIOCARTA_EOSINOPHILS_PATHWAY","BIOCARTA_TH1TH2_PATHWAY",0.787966062189287
"BIOCARTA_EOSINOPHILS_PATHWAY","BIOCARTA_BLYMPHOCYTE_PATHWAY",0.765635081916015
"BIOCARTA_EOSINOPHILS_PATHWAY","BIOCARTA_BBCELL_PATHWAY",0.765602463164503
"BIOCARTA_EOSINOPHILS_PATHWAY","BIOCARTA_ASBCELL_PATHWAY",0.75098111321509
"BIOCARTA_REELIN_PATHWAY","BIOCARTA_LIS1_PATHWAY",0.479774587526206
"BIOCARTA_REELIN_PATHWAY","BIOCARTA_CK1_PATHWAY",0.428558240563291
"BIOCARTA_REELIN_PATHWAY","BIOCARTA_BOTULIN_PATHWAY",0.39791096840107
"BIOCARTA_REELIN_PATHWAY","BIOCARTA_SHH_PATHWAY",0.363119295808661
"BIOCARTA_REELIN_PATHWAY","BIOCARTA_PARKIN_PATHWAY",0.355649299758023
"BIOCARTA_BARD1_PATHWAY","BIOCARTA_ATRBRCA_PATHWAY",0.878426916601024
"BIOCARTA_BARD1_PATHWAY","BIOCARTA_MCM_PATHWAY",0.820971839849961
"BIOCARTA_BARD1_PATHWAY","BIOCARTA_CDC25_PATHWAY",0.724263228473314
"BIOCARTA_BARD1_PATHWAY","BIOCARTA_G2_PATHWAY",0.723233956259445
"BIOCARTA_BARD1_PATHWAY","BIOCARTA_RB_PATHWAY",0.720244458665257
"BIOCARTA_LDL_PATHWAY","BIOCARTA_PRION_PATHWAY",0.550770438945267
"BIOCARTA_LDL_PATHWAY","BIOCARTA_RECK_PATHWAY",0.519120660623388
"BIOCARTA_LDL_PATHWAY","BIOCARTA_CARDIACEGF_PATHWAY",0.516982695599624
"BIOCARTA_LDL_PATHWAY","BIOCARTA_PLATELETAPP_PATHWAY",0.516722035357948
"BIOCARTA_LDL_PATHWAY","BIOCARTA_INFLAM_PATHWAY",0.507034467290753
"BIOCARTA_SAM68_PATHWAY","BIOCARTA_MAL_PATHWAY",0.585105314255857
"BIOCARTA_SAM68_PATHWAY","BIOCARTA_IGF1R_PATHWAY",0.570059489780141
"BIOCARTA_SAM68_PATHWAY","BIOCARTA_PYK2_PATHWAY",0.561406922417476
"BIOCARTA_SAM68_PATHWAY","BIOCARTA_RACCYCD_PATHWAY",0.561219349209813
"BIOCARTA_SAM68_PATHWAY","BIOCARTA_ERK5_PATHWAY",0.555230272691962
"BIOCARTA_FBW7_PATHWAY","BIOCARTA_SKP2E2F_PATHWAY",0.905965043292718
"BIOCARTA_FBW7_PATHWAY","BIOCARTA_P27_PATHWAY",0.798873258074556
"BIOCARTA_FBW7_PATHWAY","BIOCARTA_RB_PATHWAY",0.657998649053976
"BIOCARTA_FBW7_PATHWAY","BIOCARTA_G2_PATHWAY",0.639088285161982
"BIOCARTA_FBW7_PATHWAY","BIOCARTA_MCM_PATHWAY",0.63319473067498
"BIOCARTA_CB1R_PATHWAY","BIOCARTA_NUCLEARRS_PATHWAY",0.578178857532433
"BIOCARTA_CB1R_PATHWAY","BIOCARTA_FXR_PATHWAY",0.472031623334173
"BIOCARTA_CB1R_PATHWAY","BIOCARTA_PEPI_PATHWAY",0.440397992344191
"BIOCARTA_CB1R_PATHWAY","BIOCARTA_EXTRINSIC_PATHWAY",0.423630310207172
"BIOCARTA_CB1R_PATHWAY","BIOCARTA_INTRINSIC_PATHWAY",0.420692058276755
"BIOCARTA_SUMO_PATHWAY","BIOCARTA_CTBP1_PATHWAY",0.785205991176563
"BIOCARTA_SUMO_PATHWAY","BIOCARTA_SM_PATHWAY",0.654025750141816
"BIOCARTA_SUMO_PATHWAY","BIOCARTA_P27_PATHWAY",0.62450390629587
"BIOCARTA_SUMO_PATHWAY","BIOCARTA_MCM_PATHWAY",0.593001898951848
"BIOCARTA_SUMO_PATHWAY","BIOCARTA_RANMS_PATHWAY",0.589645801683012
"BIOCARTA_IFNA_PATHWAY","BIOCARTA_IL22BP_PATHWAY",0.647262835243026
"BIOCARTA_IFNA_PATHWAY","BIOCARTA_IFNG_PATHWAY",0.613908912461982
"BIOCARTA_IFNA_PATHWAY","BIOCARTA_RANKL_PATHWAY",0.534629264186536
"BIOCARTA_IFNA_PATHWAY","BIOCARTA_STAT3_PATHWAY",0.527171480407124
"BIOCARTA_IFNA_PATHWAY","BIOCARTA_IL10_PATHWAY",0.509306688268165
"BIOCARTA_PKC_PATHWAY","BIOCARTA_CDMAC_PATHWAY",0.586459326928191
"BIOCARTA_PKC_PATHWAY","BIOCARTA_RELA_PATHWAY",0.485563816328879
"BIOCARTA_PKC_PATHWAY","BIOCARTA_NTHI_PATHWAY",0.484503451123767
"BIOCARTA_PKC_PATHWAY","BIOCARTA_NFKB_PATHWAY",0.463652764905926
"BIOCARTA_PKC_PATHWAY","BIOCARTA_41BB_PATHWAY",0.460581538881957
"BIOCARTA_PPARG_PATHWAY","BIOCARTA_CARM1_PATHWAY",0.514895307838789
"BIOCARTA_PPARG_PATHWAY","BIOCARTA_RARRXR_PATHWAY",0.498476095541247
"BIOCARTA_PPARG_PATHWAY","BIOCARTA_PITX2_PATHWAY",0.491362603450753
"BIOCARTA_PPARG_PATHWAY","BIOCARTA_PPARA_PATHWAY",0.470257305751856
"BIOCARTA_PPARG_PATHWAY","BIOCARTA_PELP1_PATHWAY",0.465698156603069
"BIOCARTA_ION_PATHWAY","BIOCARTA_PLC_PATHWAY",0.337665208675674
"BIOCARTA_ION_PATHWAY","BIOCARTA_NKCELLS_PATHWAY",0.323122632669744
"BIOCARTA_ION_PATHWAY","BIOCARTA_TCYTOTOXIC_PATHWAY",0.318020379747841
"BIOCARTA_ION_PATHWAY","BIOCARTA_VOBESITY_PATHWAY",0.303430855413221
"BIOCARTA_ION_PATHWAY","BIOCARTA_GRANULOCYTES_PATHWAY",0.299637443268263
"BIOCARTA_PELP1_PATHWAY","BIOCARTA_PITX2_PATHWAY",0.624588237592444
"BIOCARTA_PELP1_PATHWAY","BIOCARTA_ERK5_PATHWAY",0.574058280094715
"BIOCARTA_PELP1_PATHWAY","BIOCARTA_VDR_PATHWAY",0.573114288070948
"BIOCARTA_PELP1_PATHWAY","BIOCARTA_CARM_ER_PATHWAY",0.563682462664193
"BIOCARTA_PELP1_PATHWAY","BIOCARTA_CARM1_PATHWAY",0.554736083721363
"BIOCARTA_STAT3_PATHWAY","BIOCARTA_IL22BP_PATHWAY",0.703132545190808
"BIOCARTA_STAT3_PATHWAY","BIOCARTA_GH_PATHWAY",0.558101839762135
"BIOCARTA_STAT3_PATHWAY","BIOCARTA_TPO_PATHWAY",0.536632789446226
"BIOCARTA_STAT3_PATHWAY","BIOCARTA_IL6_PATHWAY",0.531508089112519
"BIOCARTA_STAT3_PATHWAY","BIOCARTA_GLEEVEC_PATHWAY",0.529615304255603
"BIOCARTA_EEA1_PATHWAY","BIOCARTA_AGR_PATHWAY",0.571781616241204
"BIOCARTA_EEA1_PATHWAY","BIOCARTA_ERBB3_PATHWAY",0.533822710519142
"BIOCARTA_EEA1_PATHWAY","BIOCARTA_CARDIACEGF_PATHWAY",0.521457860175611
"BIOCARTA_EEA1_PATHWAY","BIOCARTA_SPRY_PATHWAY",0.494173535958338
"BIOCARTA_EEA1_PATHWAY","BIOCARTA_EGFR_SMRTE_PATHWAY",0.492088135188044
"BIOCARTA_MITR_PATHWAY","BIOCARTA_CACAM_PATHWAY",0.419610451100607
"BIOCARTA_MITR_PATHWAY","BIOCARTA_RECK_PATHWAY",0.381568189499918
"BIOCARTA_MITR_PATHWAY","BIOCARTA_PGC1A_PATHWAY",0.361417120559623
"BIOCARTA_MITR_PATHWAY","BIOCARTA_NFAT_PATHWAY",0.348098662196493
"BIOCARTA_MITR_PATHWAY","BIOCARTA_AGR_PATHWAY",0.337400505495903
"BIOCARTA_CIRCADIAN_PATHWAY","BIOCARTA_MAPK_PATHWAY",0.446797248957757
"BIOCARTA_CIRCADIAN_PATHWAY","BIOCARTA_PS1_PATHWAY",0.437341876560176
"BIOCARTA_CIRCADIAN_PATHWAY","BIOCARTA_INSULIN_PATHWAY",0.412811425029898
"BIOCARTA_CIRCADIAN_PATHWAY","BIOCARTA_WNT_PATHWAY",0.409295855423915
"BIOCARTA_CIRCADIAN_PATHWAY","BIOCARTA_PTEN_PATHWAY",0.393854340858474
"BIOCARTA_RECK_PATHWAY","BIOCARTA_PRION_PATHWAY",0.652480002155236
"BIOCARTA_RECK_PATHWAY","BIOCARTA_PLATELETAPP_PATHWAY",0.629829654792066
"BIOCARTA_RECK_PATHWAY","BIOCARTA_CARDIACEGF_PATHWAY",0.626566740189559
"BIOCARTA_RECK_PATHWAY","BIOCARTA_ERYTH_PATHWAY",0.580468371229215
"BIOCARTA_RECK_PATHWAY","BIOCARTA_UCALPAIN_PATHWAY",0.563989985627021
"BIOCARTA_MSP_PATHWAY","BIOCARTA_INFLAM_PATHWAY",0.685292585562565
"BIOCARTA_MSP_PATHWAY","BIOCARTA_LAIR_PATHWAY",0.665364477251988
"BIOCARTA_MSP_PATHWAY","BIOCARTA_CYTOKINE_PATHWAY",0.637454268681132
"BIOCARTA_MSP_PATHWAY","BIOCARTA_STEM_PATHWAY",0.617733417992432
"BIOCARTA_MSP_PATHWAY","BIOCARTA_PEPI_PATHWAY",0.5732048371528
"BIOCARTA_SLRP_PATHWAY","BIOCARTA_RECK_PATHWAY",0.495593891930318
"BIOCARTA_SLRP_PATHWAY","BIOCARTA_CLASSIC_PATHWAY",0.425492987902147
"BIOCARTA_SLRP_PATHWAY","BIOCARTA_COMP_PATHWAY",0.422489453289328
"BIOCARTA_SLRP_PATHWAY","BIOCARTA_AMI_PATHWAY",0.414986375234167
"BIOCARTA_SLRP_PATHWAY","BIOCARTA_EICOSANOID_PATHWAY",0.405105132694257
"BIOCARTA_ALTERNATIVE_PATHWAY","BIOCARTA_COMP_PATHWAY",0.782903933091493
"BIOCARTA_ALTERNATIVE_PATHWAY","BIOCARTA_LECTIN_PATHWAY",0.711355618582382
"BIOCARTA_ALTERNATIVE_PATHWAY","BIOCARTA_CLASSIC_PATHWAY",0.698396401734805
"BIOCARTA_ALTERNATIVE_PATHWAY","BIOCARTA_LAIR_PATHWAY",0.523267711043869
"BIOCARTA_ALTERNATIVE_PATHWAY","BIOCARTA_INTRINSIC_PATHWAY",0.495306095305744
"BIOCARTA_FOSB_PATHWAY","BIOCARTA_NUCLEARRS_PATHWAY",0.404001943951391
"BIOCARTA_FOSB_PATHWAY","BIOCARTA_PDZS_PATHWAY",0.4022075006677
"BIOCARTA_FOSB_PATHWAY","BIOCARTA_DSP_PATHWAY",0.37308101094009
"BIOCARTA_FOSB_PATHWAY","BIOCARTA_BARRESTIN_PATHWAY",0.352253660205776
"BIOCARTA_FOSB_PATHWAY","BIOCARTA_CB1R_PATHWAY",0.328431067796229
"BIOCARTA_NOTCH_PATHWAY","BIOCARTA_PS1_PATHWAY",0.721663122425044
"BIOCARTA_NOTCH_PATHWAY","BIOCARTA_HES_PATHWAY",0.526569581427758
"BIOCARTA_NOTCH_PATHWAY","BIOCARTA_MAPK_PATHWAY",0.436662055501307
"BIOCARTA_NOTCH_PATHWAY","BIOCARTA_PTEN_PATHWAY",0.397673047734041
"BIOCARTA_NOTCH_PATHWAY","BIOCARTA_TGFB_PATHWAY",0.392509644460637
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA_RACC_PATHWAY",0.43354300612007
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA_BARRESTIN_PATHWAY",0.413537660022202
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA_ACTINY_PATHWAY",0.385188679151472
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA_GABA_PATHWAY",0.381004088761446
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA_PARKIN_PATHWAY",0.367211167589116
"BIOCARTA_MRP_PATHWAY","BIOCARTA_NUCLEARRS_PATHWAY",0.624060437702467
"BIOCARTA_MRP_PATHWAY","BIOCARTA_EICOSANOID_PATHWAY",0.488815096070273
"BIOCARTA_MRP_PATHWAY","BIOCARTA_FXR_PATHWAY",0.481667874716352
"BIOCARTA_MRP_PATHWAY","BIOCARTA_EXTRINSIC_PATHWAY",0.470243964697552
"BIOCARTA_MRP_PATHWAY","BIOCARTA_PEPI_PATHWAY",0.457386072304424
"BIOCARTA_DICER_PATHWAY","BIOCARTA_HSWI_SNF_PATHWAY",0.617676072978009
"BIOCARTA_DICER_PATHWAY","BIOCARTA_VDR_PATHWAY",0.61253780505264
"BIOCARTA_DICER_PATHWAY","BIOCARTA_IGF1MTOR_PATHWAY",0.60305631866029
"BIOCARTA_DICER_PATHWAY","BIOCARTA_PITX2_PATHWAY",0.602037334208991
"BIOCARTA_DICER_PATHWAY","BIOCARTA_PRC2_PATHWAY",0.601786429490299
"BIOCARTA_PLCD_PATHWAY","BIOCARTA_CARDIACEGF_PATHWAY",0.552190723197723
"BIOCARTA_PLCD_PATHWAY","BIOCARTA_RECK_PATHWAY",0.527114562088222
"BIOCARTA_PLCD_PATHWAY","BIOCARTA_UCALPAIN_PATHWAY",0.522597508942115
"BIOCARTA_PLCD_PATHWAY","BIOCARTA_PLATELETAPP_PATHWAY",0.5181357511467
"BIOCARTA_PLCD_PATHWAY","BIOCARTA_CBL_PATHWAY",0.511842101196587
"BIOCARTA_RAN_PATHWAY","BIOCARTA_RANMS_PATHWAY",0.844964496821431
"BIOCARTA_RAN_PATHWAY","BIOCARTA_NPC_PATHWAY",0.819730142821665
"BIOCARTA_RAN_PATHWAY","BIOCARTA_SM_PATHWAY",0.687081480346198
"BIOCARTA_RAN_PATHWAY","BIOCARTA_MCM_PATHWAY",0.681487045404215
"BIOCARTA_RAN_PATHWAY","BIOCARTA_G2_PATHWAY",0.605180649428428
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA_GHRELIN_PATHWAY",0.386646215034478
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA_RACC_PATHWAY",0.336388555994817
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA_NO1_PATHWAY",0.296104457102949
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA_HES_PATHWAY",0.29562215763469
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA_INTRINSIC_PATHWAY",0.28775515460002
"BIOCARTA_PEPI_PATHWAY","BIOCARTA_NUCLEARRS_PATHWAY",0.623776296161184
"BIOCARTA_PEPI_PATHWAY","BIOCARTA_MSP_PATHWAY",0.5732048371528
"BIOCARTA_PEPI_PATHWAY","BIOCARTA_CYTOKINE_PATHWAY",0.571927055251915
"BIOCARTA_PEPI_PATHWAY","BIOCARTA_EXTRINSIC_PATHWAY",0.569209012370963
"BIOCARTA_PEPI_PATHWAY","BIOCARTA_FXR_PATHWAY",0.552756861408564
"BIOCARTA_IFNG_PATHWAY","BIOCARTA_IL22BP_PATHWAY",0.618089357361874
"BIOCARTA_IFNG_PATHWAY","BIOCARTA_IFNA_PATHWAY",0.613908912461982
"BIOCARTA_IFNG_PATHWAY","BIOCARTA_IL10_PATHWAY",0.59022411328214
"BIOCARTA_IFNG_PATHWAY","BIOCARTA_TID_PATHWAY",0.539484142760221
"BIOCARTA_IFNG_PATHWAY","BIOCARTA_RANKL_PATHWAY",0.513221257162013
"BIOCARTA_BOTULIN_PATHWAY","BIOCARTA_PDZS_PATHWAY",0.45300899678471
"BIOCARTA_BOTULIN_PATHWAY","BIOCARTA_CK1_PATHWAY",0.435229600985968
"BIOCARTA_BOTULIN_PATHWAY","BIOCARTA_NO1_PATHWAY",0.43433953882461
"BIOCARTA_BOTULIN_PATHWAY","BIOCARTA_LIS1_PATHWAY",0.418310855946834
"BIOCARTA_BOTULIN_PATHWAY","BIOCARTA_REELIN_PATHWAY",0.39791096840107
"BIOCARTA_FEEDER_PATHWAY","BIOCARTA_MALATEX_PATHWAY",0.312365415804115
"BIOCARTA_FEEDER_PATHWAY","BIOCARTA_MTA3_PATHWAY",0.292639331647388
"BIOCARTA_FEEDER_PATHWAY","BIOCARTA_ETC_PATHWAY",0.243577038007978
"BIOCARTA_FEEDER_PATHWAY","BIOCARTA_AHSP_PATHWAY",0.200873649797331
"BIOCARTA_FEEDER_PATHWAY","BIOCARTA_INTRINSIC_PATHWAY",0.174480218738629
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA_RANMS_PATHWAY",0.51884030444105
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA_SM_PATHWAY",0.50890746685764
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA_RAN_PATHWAY",0.505948374160824
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA_P27_PATHWAY",0.470698024456998
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA_NPC_PATHWAY",0.453697041114859
"BIOCARTA_KREB_PATHWAY","BIOCARTA_ETC_PATHWAY",0.572362324268118
"BIOCARTA_KREB_PATHWAY","BIOCARTA_MALATEX_PATHWAY",0.567656360923344
"BIOCARTA_KREB_PATHWAY","BIOCARTA_P27_PATHWAY",0.476328152959916
"BIOCARTA_KREB_PATHWAY","BIOCARTA_MCM_PATHWAY",0.434851706462522
"BIOCARTA_KREB_PATHWAY","BIOCARTA_SKP2E2F_PATHWAY",0.433548903426905
"BIOCARTA_RELA_PATHWAY","BIOCARTA_NFKB_PATHWAY",0.890863857220317
"BIOCARTA_RELA_PATHWAY","BIOCARTA_TNFR2_PATHWAY",0.763408317937693
"BIOCARTA_RELA_PATHWAY","BIOCARTA_NTHI_PATHWAY",0.729401674586469
